time_index,incidence,region,category,classification,mom_variation,nature
2024-08-01,0.0098999999999999,NEA,División,Educación,,Servicios
2024-08-01,0.0533,NEA,División,Equipamiento del hogar,,Bienes
2024-08-01,0.0611,NEA,División,Prendas de vestir y calzado,,Bienes
2024-08-01,0.0458999999999999,NEA,División,Recreación y cultura,,Mixto
2024-08-01,0.0406,NEA,División,Restaurantes y hoteles,,Servicios
2024-08-01,0.0548,NEA,División,Salud,,Servicios
2024-08-01,0.105,NEA,División,Transporte,,Servicios
2024-08-01,0.1042,NEA,División,Vivienda y servicios básicos,,Servicios
2024-08-01,0.044,NEA,Nivel General,Total,4.3657,
2024-08-01,0.0092,NOA,Análisis,Estacionales,7.197,
2024-08-01,0.0250999999999999,NOA,Análisis,Núcleo,3.5967,
2024-08-01,0.0162,NOA,Análisis,Regulados,9.2373,
2024-08-01,0.3099,NOA,División,Alimentos y bebidas,,Bienes
2024-08-01,0.0217,NOA,División,Bebidas alcohólicas y tabaco,,Bienes
2024-08-01,0.0346,NOA,División,Bienes y servicios varios,,Mixto
2024-08-01,0.0269,NOA,División,Comunicación,,Servicios
2024-08-01,0.0175,NOA,División,Educación,,Servicios
2024-08-01,0.0465,NOA,División,Equipamiento del hogar,,Bienes
2024-08-01,0.0702,NOA,División,Prendas de vestir y calzado,,Bienes
2024-08-01,0.046,NOA,División,Recreación y cultura,,Mixto
2024-08-01,0.0813,NOA,División,Restaurantes y hoteles,,Servicios
2024-08-01,0.067,NOA,División,Salud,,Servicios
2024-08-01,0.0875,NOA,División,Transporte,,Servicios
2024-08-01,0.1065,NOA,División,Vivienda y servicios básicos,,Servicios
2024-08-01,0.05,NOA,Nivel General,Total,5.0455,
2024-08-01,0.0028,Pampeana,Análisis,Estacionales,2.1946,
2024-08-01,0.0279999999999999,Pampeana,Análisis,Núcleo,4.0318,
2024-08-01,0.0081999999999999,Pampeana,Análisis,Regulados,4.6687,
2024-08-01,0.2757,Pampeana,División,Alimentos y bebidas,,Bienes
2024-08-01,0.0286,Pampeana,División,Bebidas alcohólicas y tabaco,,Bienes
2024-08-01,0.037,Pampeana,División,Bienes y servicios varios,,Mixto
2024-08-01,0.0298,Pampeana,División,Comunicación,,Servicios
2024-08-01,0.0106,Pampeana,División,Educación,,Servicios
2024-08-01,0.0504,Pampeana,División,Equipamiento del hogar,,Bienes
2024-08-01,0.0681,Pampeana,División,Prendas de vestir y calzado,,Bienes
2024-08-01,0.0611,Pampeana,División,Recreación y cultura,,Mixto
2024-08-01,0.0802,Pampeana,División,Restaurantes y hoteles,,Servicios
2024-08-01,0.0909,Pampeana,División,Salud,,Servicios
2024-08-01,0.1149,Pampeana,División,Transporte,,Servicios
2024-08-01,0.0838,Pampeana,División,Vivienda y servicios básicos,,Servicios
2024-08-01,0.039,Pampeana,Nivel General,Total,3.9069,
2024-08-01,0.0058,Patagonia,Análisis,Estacionales,4.7084,
2024-08-01,0.0289,Patagonia,Análisis,Núcleo,4.2985,
2024-08-01,0.0113999999999999,Patagonia,Análisis,Regulados,5.5888,
2024-08-01,0.0144999999999999,Patagonia,División,Alimentos y bebidas,,Bienes
2024-08-01,0.0009,Patagonia,División,Bebidas alcohólicas y tabaco,,Bienes
2024-08-01,0.0009,Patagonia,División,Bienes y servicios varios,,Mixto
2024-08-01,0.0013,Patagonia,División,Comunicación,,Servicios
2024-08-01,0.0014,Patagonia,División,Educación,,Servicios
2024-08-01,0.003,Patagonia,División,Equipamiento del hogar,,Bienes
2024-08-01,0.0034,Patagonia,División,Prendas de vestir y calzado,,Bienes
2024-08-01,0.0024,Patagonia,División,Recreación y cultura,,Mixto
2024-08-01,0.0036,Patagonia,División,Restaurantes y hoteles,,Servicios
2024-08-01,0.0018,Patagonia,División,Salud,,Servicios
2024-08-01,0.0056999999999999,Patagonia,División,Transporte,,Servicios
2024-08-01,0.0074,Patagonia,División,Vivienda y servicios básicos,,Servicios
2024-08-01,0.046,Patagonia,Nivel General,Total,4.6117,
2024-09-01,0.0019,Cuyo,Análisis,Estacionales,1.5974,
2024-09-01,0.0199,Cuyo,Análisis,Núcleo,2.9339,
2024-09-01,0.0086,Cuyo,Análisis,Regulados,4.165,
2024-09-01,0.0055,Cuyo,División,Alimentos y bebidas,,Bienes
2024-09-01,0.0004,Cuyo,División,Bebidas alcohólicas y tabaco,,Bienes
2024-09-01,0.0014,Cuyo,División,Bienes y servicios varios,,Mixto
2024-09-01,0.0006,Cuyo,División,Comunicación,,Servicios
2024-09-01,0.0007,Cuyo,División,Educación,,Servicios
2024-09-01,0.002,Cuyo,División,Equipamiento del hogar,,Bienes
2024-09-01,0.005,Cuyo,División,Prendas de vestir y calzado,,Bienes
2024-09-01,0.0013,Cuyo,División,Recreación y cultura,,Mixto
2024-09-01,0.0017,Cuyo,División,Restaurantes y hoteles,,Servicios
2024-09-01,0.0031,Cuyo,División,Salud,,Servicios
2024-09-01,0.0019,Cuyo,División,Transporte,,Servicios
2024-09-01,0.0067,Cuyo,División,Vivienda y servicios básicos,,Servicios
2024-09-01,0.03,Cuyo,Nivel General,Total,3.0318,
2024-09-01,0.0040999999999999,GBA,Análisis,Estacionales,3.6879,
2024-09-01,0.0232,GBA,Análisis,Núcleo,3.4357,
2024-09-01,0.0098999999999999,GBA,Análisis,Regulados,4.6251,
2024-09-01,0.2475,GBA,División,Alimentos y bebidas,,Bienes
2024-09-01,0.0269,GBA,División,Bebidas alcohólicas y tabaco,,Bienes
2024-09-01,0.0384,GBA,División,Bienes y servicios varios,,Mixto
2024-09-01,0.0324,GBA,División,Comunicación,,Servicios
2024-09-01,0.0308,GBA,División,Educación,,Servicios
2024-09-01,0.0509,GBA,División,Equipamiento del hogar,,Bienes
2024-09-01,0.066,GBA,División,Prendas de vestir y calzado,,Bienes
2024-09-01,0.069,GBA,División,Recreación y cultura,,Mixto
2024-09-01,0.121,GBA,División,Restaurantes y hoteles,,Servicios
2024-09-01,0.0998,GBA,División,Salud,,Servicios
2024-09-01,0.1401,GBA,División,Transporte,,Servicios
2024-09-01,0.1244,GBA,División,Vivienda y servicios básicos,,Servicios
2024-09-01,0.037,GBA,Nivel General,Total,3.7178,
2024-09-01,0.0033,NEA,Análisis,Estacionales,2.6959,
2024-09-01,0.0212,NEA,Análisis,Núcleo,3.0953,
2024-09-01,0.0081,NEA,Análisis,Regulados,4.2448,
2024-09-01,0.2923,NEA,División,Alimentos y bebidas,,Bienes
2024-09-01,0.0264,NEA,División,Bebidas alcohólicas y tabaco,,Bienes
2024-09-01,0.0336,NEA,División,Bienes y servicios varios,,Mixto
2024-09-01,0.0295,NEA,División,Comunicación,,Servicios
2024-09-01,0.0104,NEA,División,Educación,,Servicios
2024-09-01,0.0562,NEA,División,Equipamiento del hogar,,Bienes
2024-09-01,0.0686,NEA,División,Prendas de vestir y calzado,,Bienes
2024-09-01,0.0508,NEA,División,Recreación y cultura,,Mixto
2024-09-01,0.0433,NEA,División,Restaurantes y hoteles,,Servicios
2024-09-01,0.0594,NEA,División,Salud,,Servicios
2024-09-01,0.1097,NEA,División,Transporte,,Servicios
2024-09-01,0.1169999999999999,NEA,División,Vivienda y servicios básicos,,Servicios
2024-09-01,0.033,NEA,Nivel General,Total,3.2657,
2024-09-01,0.003,NOA,Análisis,Estacionales,2.273,
2024-09-01,0.0208,NOA,Análisis,Núcleo,3.0298,
2024-09-01,0.0104,NOA,Análisis,Regulados,5.7049,
2024-09-01,0.3247,NOA,División,Alimentos y bebidas,,Bienes
2024-09-01,0.0224,NOA,División,Bebidas alcohólicas y tabaco,,Bienes
2024-09-01,0.0375,NOA,División,Bienes y servicios varios,,Mixto
2024-09-01,0.0278,NOA,División,Comunicación,,Servicios
2024-09-01,0.0186,NOA,División,Educación,,Servicios
2024-09-01,0.0491,NOA,División,Equipamiento del hogar,,Bienes
2024-09-01,0.0798,NOA,División,Prendas de vestir y calzado,,Bienes
2024-09-01,0.0484999999999999,NOA,División,Recreación y cultura,,Mixto
2024-09-01,0.0866,NOA,División,Restaurantes y hoteles,,Servicios
2024-09-01,0.0716,NOA,División,Salud,,Servicios
2024-09-01,0.093,NOA,División,Transporte,,Servicios
2024-09-01,0.1214,NOA,División,Vivienda y servicios básicos,,Servicios
2024-09-01,0.034,NOA,Nivel General,Total,3.42,
2024-09-01,0.0029,Pampeana,Análisis,Estacionales,2.2814,
2024-09-01,0.022,Pampeana,Análisis,Núcleo,3.1655,
2024-09-01,0.0072,Pampeana,Análisis,Regulados,4.0703,
2024-09-01,0.2905999999999999,Pampeana,División,Alimentos y bebidas,,Bienes
2024-09-01,0.0298,Pampeana,División,Bebidas alcohólicas y tabaco,,Bienes
2024-09-01,0.0391,Pampeana,División,Bienes y servicios varios,,Mixto
2024-09-01,0.0313,Pampeana,División,Comunicación,,Servicios
2024-09-01,0.0116,Pampeana,División,Educación,,Servicios
2024-09-01,0.0533,Pampeana,División,Equipamiento del hogar,,Bienes
2024-09-01,0.0766,Pampeana,División,Prendas de vestir y calzado,,Bienes
2024-09-01,0.0636,Pampeana,División,Recreación y cultura,,Mixto
2024-09-01,0.0863,Pampeana,División,Restaurantes y hoteles,,Servicios
2024-09-01,0.0969999999999999,Pampeana,División,Salud,,Servicios
2024-09-01,0.1207,Pampeana,División,Transporte,,Servicios
2024-09-01,0.0933,Pampeana,División,Vivienda y servicios básicos,,Servicios
2024-09-01,0.032,Pampeana,Nivel General,Total,3.2135,
2024-09-01,0.0040999999999999,Patagonia,Análisis,Estacionales,3.284,
2024-09-01,0.0214,Patagonia,Análisis,Núcleo,3.1909,
2024-09-01,0.0118,Patagonia,Análisis,Regulados,5.7412,
2024-09-01,0.0093,Patagonia,División,Alimentos y bebidas,,Bienes
2024-09-01,0.0005,Patagonia,División,Bebidas alcohólicas y tabaco,,Bienes
2024-09-01,0.0009,Patagonia,División,Bienes y servicios varios,,Mixto
2024-09-01,0.0012,Patagonia,División,Comunicación,,Servicios
2024-09-01,0.0007,Patagonia,División,Educación,,Servicios
2024-09-01,0.002,Patagonia,División,Equipamiento del hogar,,Bienes
2024-09-01,0.0044,Patagonia,División,Prendas de vestir y calzado,,Bienes
2024-09-01,0.0021,Patagonia,División,Recreación y cultura,,Mixto
2024-09-01,0.0016,Patagonia,División,Restaurantes y hoteles,,Servicios
2024-09-01,0.0025,Patagonia,División,Salud,,Servicios
2024-09-01,0.0063,Patagonia,División,Transporte,,Servicios
2024-09-01,0.006,Patagonia,División,Vivienda y servicios básicos,,Servicios
2024-09-01,0.037,Patagonia,Nivel General,Total,3.7264,
2024-10-01,-0.0024,Cuyo,Análisis,Estacionales,-2.1146,
2024-10-01,0.0184,Cuyo,Análisis,Núcleo,2.7168,
2024-10-01,0.0065,Cuyo,Análisis,Regulados,3.1113,
2024-10-01,-0.0011,Cuyo,División,Alimentos y bebidas,,Bienes
2024-10-01,0.0006,Cuyo,División,Bebidas alcohólicas y tabaco,,Bienes
2024-10-01,0.0006,Cuyo,División,Bienes y servicios varios,,Mixto
2024-10-01,0.0004,Cuyo,División,Comunicación,,Servicios
2024-10-01,0.0005,Cuyo,División,Educación,,Servicios
2024-10-01,0.0013,Cuyo,División,Equipamiento del hogar,,Bienes
2024-10-01,0.0039,Cuyo,División,Prendas de vestir y calzado,,Bienes
2024-10-01,0.002,Cuyo,División,Recreación y cultura,,Mixto
2024-10-01,0.0032,Cuyo,División,Restaurantes y hoteles,,Servicios
2024-10-01,0.0027,Cuyo,División,Salud,,Servicios
2024-10-01,0.0023,Cuyo,División,Transporte,,Servicios
2024-10-01,0.0059,Cuyo,División,Vivienda y servicios básicos,,Servicios
2024-10-01,0.022,Cuyo,Nivel General,Total,2.2444,
2024-10-01,0.0013,GBA,Análisis,Estacionales,1.1981,
2024-10-01,0.0208,GBA,Análisis,Núcleo,3.0816,
2024-10-01,0.0060999999999999,GBA,Análisis,Regulados,2.838,
2024-10-01,0.2539,GBA,División,Alimentos y bebidas,,Bienes
2024-10-01,0.0288,GBA,División,Bebidas alcohólicas y tabaco,,Bienes
2024-10-01,0.0407,GBA,División,Bienes y servicios varios,,Mixto
2024-10-01,0.0336,GBA,División,Comunicación,,Servicios
2024-10-01,0.0322,GBA,División,Educación,,Servicios
2024-10-01,0.054,GBA,División,Equipamiento del hogar,,Bienes
2024-10-01,0.0732,GBA,División,Prendas de vestir y calzado,,Bienes
2024-10-01,0.0738,GBA,División,Recreación y cultura,,Mixto
2024-10-01,0.1307,GBA,División,Restaurantes y hoteles,,Servicios
2024-10-01,0.1073,GBA,División,Salud,,Servicios
2024-10-01,0.1436,GBA,División,Transporte,,Servicios
2024-10-01,0.1332,GBA,División,Vivienda y servicios básicos,,Servicios
2024-10-01,0.0279999999999999,GBA,Nivel General,Total,2.8203,
2024-10-01,0.002,NEA,Análisis,Estacionales,1.6082,
2024-10-01,0.0172,NEA,Análisis,Núcleo,2.5167,
2024-10-01,0.0064,NEA,Análisis,Regulados,3.3293,
2024-10-01,0.3002,NEA,División,Alimentos y bebidas,,Bienes
2024-10-01,0.0275,NEA,División,Bebidas alcohólicas y tabaco,,Bienes
2024-10-01,0.0354,NEA,División,Bienes y servicios varios,,Mixto
2024-10-01,0.0302,NEA,División,Comunicación,,Servicios
2024-10-01,0.0106,NEA,División,Educación,,Servicios
2024-10-01,0.0595,NEA,División,Equipamiento del hogar,,Bienes
2024-10-01,0.0771,NEA,División,Prendas de vestir y calzado,,Bienes
2024-10-01,0.0535,NEA,División,Recreación y cultura,,Mixto
2024-10-01,0.0481,NEA,División,Restaurantes y hoteles,,Servicios
2024-10-01,0.0630999999999999,NEA,División,Salud,,Servicios
2024-10-01,0.111,NEA,División,Transporte,,Servicios
2024-10-01,0.1297,NEA,División,Vivienda y servicios básicos,,Servicios
2024-10-01,0.026,NEA,Nivel General,Total,2.5624,
2024-10-01,0.0015,NOA,Análisis,Estacionales,1.177,
2024-10-01,0.0177,NOA,Análisis,Núcleo,2.5778,
2024-10-01,0.0063,NOA,Análisis,Regulados,3.4005,
2024-10-01,0.3304999999999999,NOA,División,Alimentos y bebidas,,Bienes
2024-10-01,0.0235,NOA,División,Bebidas alcohólicas y tabaco,,Bienes
2024-10-01,0.0388,NOA,División,Bienes y servicios varios,,Mixto
2024-10-01,0.0283999999999999,NOA,División,Comunicación,,Servicios
2024-10-01,0.0208,NOA,División,Educación,,Servicios
2024-10-01,0.0521,NOA,División,Equipamiento del hogar,,Bienes
2024-10-01,0.0876,NOA,División,Prendas de vestir y calzado,,Bienes
2024-10-01,0.0516,NOA,División,Recreación y cultura,,Mixto
2024-10-01,0.0962,NOA,División,Restaurantes y hoteles,,Servicios
2024-10-01,0.076,NOA,División,Salud,,Servicios
2024-10-01,0.0962,NOA,División,Transporte,,Servicios
2024-10-01,0.1298,NOA,División,Vivienda y servicios básicos,,Servicios
2024-10-01,0.026,NOA,Nivel General,Total,2.5514,
2024-10-01,0.0025,Pampeana,Análisis,Estacionales,1.9604,
2024-10-01,0.0194,Pampeana,Análisis,Núcleo,2.789,
2024-10-01,0.0038,Pampeana,Análisis,Regulados,2.1189,
2024-10-01,0.2998,Pampeana,División,Alimentos y bebidas,,Bienes
2024-10-01,0.0313,Pampeana,División,Bebidas alcohólicas y tabaco,,Bienes
2024-10-01,0.0408,Pampeana,División,Bienes y servicios varios,,Mixto
2024-10-01,0.0323,Pampeana,División,Comunicación,,Servicios
2024-10-01,0.0124,Pampeana,División,Educación,,Servicios
2024-10-01,0.0566,Pampeana,División,Equipamiento del hogar,,Bienes
2024-10-01,0.0844999999999999,Pampeana,División,Prendas de vestir y calzado,,Bienes
2024-10-01,0.0663,Pampeana,División,Recreación y cultura,,Mixto
2024-10-01,0.0932,Pampeana,División,Restaurantes y hoteles,,Servicios
2024-10-01,0.1032,Pampeana,División,Salud,,Servicios
2024-10-01,0.1226,Pampeana,División,Transporte,,Servicios
2024-10-01,0.1014,Pampeana,División,Vivienda y servicios básicos,,Servicios
2024-10-01,0.026,Pampeana,Nivel General,Total,2.5654,
2024-10-01,0.0029,Patagonia,Análisis,Estacionales,2.3719,
2024-10-01,0.023,Patagonia,Análisis,Núcleo,3.4425,
2024-10-01,0.0064,Patagonia,Análisis,Regulados,3.0746,
2024-10-01,0.005,Patagonia,División,Alimentos y bebidas,,Bienes
2024-10-01,0.0006,Patagonia,División,Bebidas alcohólicas y tabaco,,Bienes
2024-10-01,0.0011,Patagonia,División,Bienes y servicios varios,,Mixto
2024-10-01,0.0006,Patagonia,División,Comunicación,,Servicios
2024-10-01,0.0005,Patagonia,División,Educación,,Servicios
2024-10-01,0.0017,Patagonia,División,Equipamiento del hogar,,Bienes
2024-10-01,0.0056999999999999,Patagonia,División,Prendas de vestir y calzado,,Bienes
2024-10-01,0.002,Patagonia,División,Recreación y cultura,,Mixto
2024-10-01,0.0034,Patagonia,División,Restaurantes y hoteles,,Servicios
2024-10-01,0.0032,Patagonia,División,Salud,,Servicios
2024-10-01,0.0013,Patagonia,División,Transporte,,Servicios
2024-10-01,0.0072,Patagonia,División,Vivienda y servicios básicos,,Servicios
2024-10-01,0.032,Patagonia,Nivel General,Total,3.2338,
2024-11-01,-0.0016,Cuyo,Análisis,Estacionales,-1.4851,
2024-11-01,0.0155,Cuyo,Análisis,Núcleo,2.2856,
2024-11-01,0.0075,Cuyo,Análisis,Regulados,3.5557,
2024-11-01,0.0015,Cuyo,División,Alimentos y bebidas,,Bienes
2024-11-01,0.0012,Cuyo,División,Bebidas alcohólicas y tabaco,,Bienes
2024-11-01,0.0008,Cuyo,División,Bienes y servicios varios,,Mixto
2024-11-01,0.0003,Cuyo,División,Comunicación,,Servicios
2024-11-01,0.0008,Cuyo,División,Educación,,Servicios
2024-11-01,0.0007,Cuyo,División,Equipamiento del hogar,,Bienes
2024-11-01,0.0006,Cuyo,División,Prendas de vestir y calzado,,Bienes
2024-11-01,0.0024,Cuyo,División,Recreación y cultura,,Mixto
2024-11-01,0.0026,Cuyo,División,Restaurantes y hoteles,,Servicios
2024-11-01,0.0022,Cuyo,División,Salud,,Servicios
2024-11-01,0.0037,Cuyo,División,Transporte,,Servicios
2024-11-01,0.0046999999999999,Cuyo,División,Vivienda y servicios básicos,,Servicios
2024-11-01,0.021,Cuyo,Nivel General,Total,2.1379,
2024-11-01,-0.0013,GBA,Análisis,Estacionales,-1.2174,
2024-11-01,0.0191,GBA,Análisis,Núcleo,2.8263,
2024-11-01,0.0083,GBA,Análisis,Regulados,3.8293,
2024-11-01,0.259,GBA,División,Alimentos y bebidas,,Bienes
2024-11-01,0.0308999999999999,GBA,División,Bebidas alcohólicas y tabaco,,Bienes
2024-11-01,0.0426,GBA,División,Bienes y servicios varios,,Mixto
2024-11-01,0.0343,GBA,División,Comunicación,,Servicios
2024-11-01,0.0345,GBA,División,Educación,,Servicios
2024-11-01,0.0556,GBA,División,Equipamiento del hogar,,Bienes
2024-11-01,0.0762999999999999,GBA,División,Prendas de vestir y calzado,,Bienes
2024-11-01,0.0774,GBA,División,Recreación y cultura,,Mixto
2024-11-01,0.1388,GBA,División,Restaurantes y hoteles,,Servicios
2024-11-01,0.1137,GBA,División,Salud,,Servicios
2024-11-01,0.1543999999999999,GBA,División,Transporte,,Servicios
2024-11-01,0.1422,GBA,División,Vivienda y servicios básicos,,Servicios
2024-11-01,0.026,GBA,Nivel General,Total,2.6013,
2024-11-01,-0.0018,NEA,Análisis,Estacionales,-1.5235,
2024-11-01,0.0158,NEA,Análisis,Núcleo,2.3054,
2024-11-01,0.0038,NEA,Análisis,Regulados,1.9641,
2024-11-01,0.3014,NEA,División,Alimentos y bebidas,,Bienes
2024-11-01,0.0298,NEA,División,Bebidas alcohólicas y tabaco,,Bienes
2024-11-01,0.0365,NEA,División,Bienes y servicios varios,,Mixto
2024-11-01,0.0311,NEA,División,Comunicación,,Servicios
2024-11-01,0.0108,NEA,División,Educación,,Servicios
2024-11-01,0.0624,NEA,División,Equipamiento del hogar,,Bienes
2024-11-01,0.0834,NEA,División,Prendas de vestir y calzado,,Bienes
2024-11-01,0.0564,NEA,División,Recreación y cultura,,Mixto
2024-11-01,0.0525,NEA,División,Restaurantes y hoteles,,Servicios
2024-11-01,0.0665,NEA,División,Salud,,Servicios
2024-11-01,0.1159999999999999,NEA,División,Transporte,,Servicios
2024-11-01,0.1338,NEA,División,Vivienda y servicios básicos,,Servicios
2024-11-01,0.018,NEA,Nivel General,Total,1.7764,
2024-11-01,-0.0049,NOA,Análisis,Estacionales,-3.8769,
2024-11-01,0.0191,NOA,Análisis,Núcleo,2.7849,
2024-11-01,0.0051,NOA,Análisis,Regulados,2.7106,
2024-11-01,0.3311,NOA,División,Alimentos y bebidas,,Bienes
2024-11-01,0.0255,NOA,División,Bebidas alcohólicas y tabaco,,Bienes
2024-11-01,0.0403,NOA,División,Bienes y servicios varios,,Mixto
2024-11-01,0.0296,NOA,División,Comunicación,,Servicios
2024-11-01,0.0225,NOA,División,Educación,,Servicios
2024-11-01,0.0535,NOA,División,Equipamiento del hogar,,Bienes
2024-11-01,0.0911,NOA,División,Prendas de vestir y calzado,,Bienes
2024-11-01,0.0576,NOA,División,Recreación y cultura,,Mixto
2024-11-01,0.105,NOA,División,Restaurantes y hoteles,,Servicios
2024-11-01,0.0796,NOA,División,Salud,,Servicios
2024-11-01,0.1009999999999999,NOA,División,Transporte,,Servicios
2024-11-01,0.1339,NOA,División,Vivienda y servicios básicos,,Servicios
2024-11-01,0.019,NOA,Nivel General,Total,1.9266,
2024-11-01,-0.0013,Pampeana,Análisis,Estacionales,-1.0425,
2024-11-01,0.0183,Pampeana,Análisis,Núcleo,2.6229,
2024-11-01,0.0060999999999999,Pampeana,Análisis,Regulados,3.4584,
2024-11-01,0.3056,Pampeana,División,Alimentos y bebidas,,Bienes
2024-11-01,0.0336,Pampeana,División,Bebidas alcohólicas y tabaco,,Bienes
2024-11-01,0.0423,Pampeana,División,Bienes y servicios varios,,Mixto
2024-11-01,0.033,Pampeana,División,Comunicación,,Servicios
2024-11-01,0.0139,Pampeana,División,Educación,,Servicios
2024-11-01,0.059,Pampeana,División,Equipamiento del hogar,,Bienes
2024-11-01,0.0881,Pampeana,División,Prendas de vestir y calzado,,Bienes
2024-11-01,0.0704,Pampeana,División,Recreación y cultura,,Mixto
2024-11-01,0.0999,Pampeana,División,Restaurantes y hoteles,,Servicios
2024-11-01,0.1089,Pampeana,División,Salud,,Servicios
2024-11-01,0.1285,Pampeana,División,Transporte,,Servicios
2024-11-01,0.1084,Pampeana,División,Vivienda y servicios básicos,,Servicios
2024-11-01,0.023,Pampeana,Nivel General,Total,2.3137,
2024-11-01,0.0031,Patagonia,Análisis,Estacionales,2.5349,
2024-11-01,0.0209,Patagonia,Análisis,Núcleo,3.1221,
2024-11-01,0.0089,Patagonia,Análisis,Regulados,4.2626,
2024-11-01,0.0079,Patagonia,División,Alimentos y bebidas,,Bienes
2024-11-01,0.0012,Patagonia,División,Bebidas alcohólicas y tabaco,,Bienes
2024-11-01,0.0005,Patagonia,División,Bienes y servicios varios,,Mixto
2024-11-01,0.0006,Patagonia,División,Comunicación,,Servicios
2024-11-01,0.0006,Patagonia,División,Educación,,Servicios
2024-11-01,0.0007,Patagonia,División,Equipamiento del hogar,,Bienes
2024-11-01,0.0025,Patagonia,División,Prendas de vestir y calzado,,Bienes
2024-11-01,0.0021,Patagonia,División,Recreación y cultura,,Mixto
2024-11-01,0.0023,Patagonia,División,Restaurantes y hoteles,,Servicios
2024-11-01,0.0016,Patagonia,División,Salud,,Servicios
2024-11-01,0.0048,Patagonia,División,Transporte,,Servicios
2024-11-01,0.0081,Patagonia,División,Vivienda y servicios básicos,,Servicios
2024-11-01,0.033,Patagonia,Nivel General,Total,3.289,
2024-12-01,-0.0040999999999999,Cuyo,Análisis,Estacionales,-3.9074,
2024-12-01,0.0223,Cuyo,Análisis,Núcleo,3.2785,
2024-12-01,0.0049,Cuyo,Análisis,Regulados,2.2886,
2024-12-01,0.0065,Cuyo,División,Alimentos y bebidas,,Bienes
2024-12-01,0.0006,Cuyo,División,Bebidas alcohólicas y tabaco,,Bienes
2024-12-01,0.0005,Cuyo,División,Bienes y servicios varios,,Mixto
2024-12-01,0.0008,Cuyo,División,Comunicación,,Servicios
2024-12-01,0.0001,Cuyo,División,Educación,,Servicios
2024-12-01,0.0006,Cuyo,División,Equipamiento del hogar,,Bienes
2024-12-01,0.0016,Cuyo,División,Prendas de vestir y calzado,,Bienes
2024-12-01,0.0009,Cuyo,División,Recreación y cultura,,Mixto
2024-12-01,0.0045,Cuyo,División,Restaurantes y hoteles,,Servicios
2024-12-01,0.0013,Cuyo,División,Salud,,Servicios
2024-12-01,0.0028,Cuyo,División,Transporte,,Servicios
2024-12-01,0.0028,Cuyo,División,Vivienda y servicios básicos,,Servicios
2024-12-01,0.023,Cuyo,Nivel General,Total,2.3063,
2024-12-01,-0.0012,GBA,Análisis,Estacionales,-1.1249,
2024-12-01,0.0235,GBA,Análisis,Núcleo,3.4762,
2024-12-01,0.0063,GBA,Análisis,Regulados,2.8923,
2024-12-01,0.2709,GBA,División,Alimentos y bebidas,,Bienes
2024-12-01,0.0324,GBA,División,Bebidas alcohólicas y tabaco,,Bienes
2024-12-01,0.044,GBA,División,Bienes y servicios varios,,Mixto
2024-12-01,0.037,GBA,División,Comunicación,,Servicios
2024-12-01,0.0356999999999999,GBA,División,Educación,,Servicios
2024-12-01,0.0562,GBA,División,Equipamiento del hogar,,Bienes
2024-12-01,0.0787,GBA,División,Prendas de vestir y calzado,,Bienes
2024-12-01,0.084,GBA,División,Recreación y cultura,,Mixto
2024-12-01,0.1510999999999999,GBA,División,Restaurantes y hoteles,,Servicios
2024-12-01,0.1189,GBA,División,Salud,,Servicios
2024-12-01,0.1588,GBA,División,Transporte,,Servicios
2024-12-01,0.1536,GBA,División,Vivienda y servicios básicos,,Servicios
2024-12-01,0.0289999999999999,GBA,Nivel General,Total,2.8655,
2024-12-01,-0.0009,NEA,Análisis,Estacionales,-0.7597,
2024-12-01,0.0187,NEA,Análisis,Núcleo,2.7141,
2024-12-01,0.0115,NEA,Análisis,Regulados,5.9145,
2024-12-01,0.3192,NEA,División,Alimentos y bebidas,,Bienes
2024-12-01,0.0314,NEA,División,Bebidas alcohólicas y tabaco,,Bienes
2024-12-01,0.0378,NEA,División,Bienes y servicios varios,,Mixto
2024-12-01,0.0336,NEA,División,Comunicación,,Servicios
2024-12-01,0.0109,NEA,División,Educación,,Servicios
2024-12-01,0.0643,NEA,División,Equipamiento del hogar,,Bienes
2024-12-01,0.0866,NEA,División,Prendas de vestir y calzado,,Bienes
2024-12-01,0.0596999999999999,NEA,División,Recreación y cultura,,Mixto
2024-12-01,0.0561,NEA,División,Restaurantes y hoteles,,Servicios
2024-12-01,0.0686,NEA,División,Salud,,Servicios
2024-12-01,0.1316,NEA,División,Transporte,,Servicios
2024-12-01,0.1387,NEA,División,Vivienda y servicios básicos,,Servicios
2024-12-01,0.0289999999999999,NEA,Nivel General,Total,2.9302,
2024-12-01,-0.0017,NOA,Análisis,Estacionales,-1.4459,
2024-12-01,0.0212,NOA,Análisis,Núcleo,3.0718,
2024-12-01,0.0077,NOA,Análisis,Regulados,4.0479,
2024-12-01,0.3488,NOA,División,Alimentos y bebidas,,Bienes
2024-12-01,0.0263,NOA,División,Bebidas alcohólicas y tabaco,,Bienes
2024-12-01,0.0418,NOA,División,Bienes y servicios varios,,Mixto
2024-12-01,0.0324,NOA,División,Comunicación,,Servicios
2024-12-01,0.0235,NOA,División,Educación,,Servicios
2024-12-01,0.0546,NOA,División,Equipamiento del hogar,,Bienes
2024-12-01,0.0964,NOA,División,Prendas de vestir y calzado,,Bienes
2024-12-01,0.0605,NOA,División,Recreación y cultura,,Mixto
